时刻   状态       pose.en  Curl  握拳度R  握拳度L   CurrentSpeed
-----------------------------------------------------------------
== 比值 > 1.45 的帧 ==
10.72   Atk1Rec   Y    30     1.547    1.335     0.08
10.72   Atk1Rec   Y    30     1.547    1.342     0.08
10.73   Atk1Rec   Y    30     1.547    1.350     0.08
10.74   Atk1Rec   Y    30     1.547    1.357     0.07
10.74   Atk1Rec   Y    30     1.547    1.364     0.07
10.75   Atk1Rec   Y    30     1.547    1.372     0.08
10.76   Atk1Rec   Y    30     1.547    1.380     0.09
10.76   Atk1Rec   Y    30     1.547    1.386     0.07
10.77   Atk1Rec   Y    30     1.547    1.393     0.09
10.78   Atk1Rec   Y    30     1.547    1.400     0.08
10.79   Atk1Rec   Y    30     1.547    1.405     0.07
10.79   Atk1Rec   Y    30     1.547    1.411     0.08
10.80   Atk1Rec   Y    30     1.547    1.419     0.08
10.81   Atk1Rec   Y    30     1.547    1.425     0.07
10.81   Atk1Rec   Y    30     1.547    1.431     0.08
10.82   Atk1Rec   Y    30     1.547    1.437     0.08
10.83   Atk1Rec   Y    30     1.547    1.441     0.07
10.83   Atk1Rec   Y    30     1.547    1.446     0.08
10.84   Atk1Rec   Y    30     1.547    1.449     0.08
10.85   Atk1Rec   Y    30     1.547    1.452     0.08
10.86   Atk1Rec   Y    30     1.547    1.455     0.08
10.86   Atk1Rec   Y    30     1.547    1.456     0.07
10.87   Atk1Rec   Y    30     1.547    1.458     0.07
10.88   Atk1Rec   Y    30     1.547    1.459    15.03
10.88   Atk1Rec   Y    30     1.547    1.460    14.50
10.89   Atk1Rec   Y    30     1.547    1.461    13.74
10.90   Atk1Rec   Y    30     1.547    1.461    13.21
10.91   Atk1Rec   Y    30     1.547    1.462    12.55
10.91   Atk1Rec   Y    30     1.547    1.462    12.00
10.92   Atk1Rec   Y    30     1.547    1.462    11.51
10.93   Atk1Rec   Y    30     1.547    1.462    10.95
10.93   Atk1Rec   Y    30     1.547    1.462    10.32
10.94   Atk1Rec   Y    30     1.547    1.462     9.75
10.95   Atk1Rec   Y    30     1.547    1.462     9.23
10.95   Walk      Y    30     1.547    1.462     8.63   ← 非攻击
10.96   Walk      Y    30     1.547    1.462     7.91   ← 非攻击
10.97   Walk      Y    30     1.547    1.462     7.72   ← 非攻击
10.97   Walk      Y    30     1.547    1.462     7.49   ← 非攻击
10.98   Walk      Y    30     1.547    1.462     7.25   ← 非攻击
10.99   Walk      Y    30     1.547    1.462     7.03   ← 非攻击
10.99   Walk      Y    30     1.547    1.462     6.78   ← 非攻击
11.00   Walk      Y    30     1.547    1.462     6.53   ← 非攻击
11.01   Walk      Y    30     1.547    1.462     6.30   ← 非攻击
11.01   Walk      Y    30     1.547    1.462     6.06   ← 非攻击
11.02   Walk      Y    30     1.547    1.462     5.80   ← 非攻击
11.03   Walk      Y    30     1.547    1.462     5.55   ← 非攻击
11.04   Walk      Y    30     1.547    1.462     5.30   ← 非攻击
11.04   Walk      Y    30     1.547    1.462     5.10   ← 非攻击
11.05   Walk      Y    30     1.547    1.462     4.89   ← 非攻击
11.06   Walk      Y    30     1.547    1.462     4.67   ← 非攻击
11.06   Walk      Y    30     1.547    1.462     4.41   ← 非攻击
11.07   Walk      Y    30     1.547    1.462     4.18   ← 非攻击
11.08   Walk      Y    30     1.547    1.462     3.92   ← 非攻击
11.08   Walk      Y    30     1.547    1.462     3.73   ← 非攻击
11.09   Walk      Y    30     1.547    1.462     3.51   ← 非攻击
11.10   Walk      Y    30     1.547    1.462     3.21   ← 非攻击
11.11   Walk      Y    30     1.547    1.462     2.98   ← 非攻击
11.11   Walk      Y    30     1.547    1.462     2.76   ← 非攻击
11.12   Walk      Y    30     1.547    1.462     2.52   ← 非攻击
11.13   Walk      Y    30     1.547    1.462     2.27   ← 非攻击
11.13   Walk      Y    30     1.547    1.462     2.04   ← 非攻击
11.14   Walk      Y    30     1.547    1.462     1.79   ← 非攻击
11.15   Walk      Y    30     1.547    1.462     1.57   ← 非攻击
11.15   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.16   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.17   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.18   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.18   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.19   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.20   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.20   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.21   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.22   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.22   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.23   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.25   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.26   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.27   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.28   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.29   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.30   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.31   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.32   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.33   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.34   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.35   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.36   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.37   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.38   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.39   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.40   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.41   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.42   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.43   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.44   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.45   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.46   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.47   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.48   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.49   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.50   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.51   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.52   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.54   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.55   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.56   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.57   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.58   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.59   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.60   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.61   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.62   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.63   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.65   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.66   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.67   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.68   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.69   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
11.70   Walk      Y    30     1.547    1.462    12.83   ← 非攻击
11.71   Walk      Y    30     1.547    1.460    12.03   ← 非攻击
11.72   Walk      Y    30     1.547    1.453    11.14   ← 非攻击
11.73   Walk      Y    30     1.547    1.436    10.33   ← 非攻击
11.74   Walk      Y    30     1.547    1.400     9.51   ← 非攻击
11.75   Walk      Y    30     1.547    1.337     8.59   ← 非攻击
11.76   Atk1      Y    30     1.547    1.276     7.68
11.77   Atk1      Y    30     1.547    1.240     6.83
11.79   Atk1      Y    30     1.547    1.221     5.88
11.80   Atk1      Y    30     1.547    1.221     5.09
11.81   Atk1      Y    30     1.547    1.234     4.09
11.82   Atk1      Y    30     1.547    1.244     3.39
11.83   Atk1      Y    30     1.547    1.252     2.62
11.84   Atk1      Y    30     1.547    1.256     1.75
11.85   Atk1      Y    30     1.547    1.254     1.00
11.86   Atk1      Y    30     1.547    1.253     0.19
11.87   Atk1      Y    30     1.547    1.253     0.00
11.88   Atk1      Y    30     1.547    1.253     0.00
11.89   Atk1      Y    30     1.547    1.253     0.00
11.90   Atk1      Y    30     1.547    1.253     0.00
11.91   Atk1      Y    30     1.547    1.253     0.00
11.92   Atk1      Y    30     1.547    1.253     0.00
11.93   Atk1      Y    30     1.547    1.253     0.00
11.94   Atk1      Y    30     1.547    1.253     0.00
11.95   Atk1      Y    30     1.547    1.252     0.00
11.96   Atk1      Y    30     1.547    1.252     0.00
11.98   Atk1      Y    30     1.547    1.252     0.00
11.99   Atk1      Y    30     1.547    1.252     0.00
12.00   Atk1      Y    30     1.547    1.252     0.00
12.01   Atk1      Y    30     1.547    1.253     0.00
12.01   Atk1      Y    30     1.547    1.253     0.00
12.03   Atk1      Y    30     1.547    1.253     0.00
12.04   Atk1      Y    30     1.547    1.253     0.00
12.05   Atk1      Y    30     1.547    1.252     0.00
12.06   Atk1      Y    30     1.547    1.251     0.00
12.07   Atk1      Y    30     1.547    1.249     0.00
12.08   Atk1      Y    30     1.547    1.246     0.00
12.09   Atk1      Y    30     1.547    1.241     0.00
12.10   Atk1      Y    30     1.547    1.235     0.00
12.11   Atk1Rec   Y    30     1.547    1.231     0.00
12.12   Atk1Rec   Y    30     1.547    1.227     0.00
12.14   Atk1Rec   Y    30     1.547    1.227     0.00
12.15   Atk1Rec   Y    30     1.547    1.228     0.00
12.16   Atk1Rec   Y    30     1.547    1.232     0.00
12.17   Atk1Rec   Y    30     1.547    1.238     0.00
12.18   Atk1Rec   Y    30     1.547    1.249     0.00
12.19   Atk2      Y    30     1.547    1.253     0.00
12.20   Atk2      Y    30     1.547    1.253     0.00
12.21   Atk2      Y    30     1.547    1.253     0.00
12.22   Atk2      Y    30     1.547    1.253     0.00
12.23   Atk2      Y    30     1.547    1.253     0.00
12.25   Atk2      Y    30     1.547    1.253     0.00
12.26   Atk2      Y    30     1.547    1.253     0.00
12.27   Atk2      Y    30     1.547    1.251     0.00
12.28   Atk2      Y    30     1.547    1.251     0.00
12.29   Atk2      Y    30     1.547    1.258     0.00
12.30   Atk2      Y    30     1.547    1.277     0.00
12.31   Atk2      Y    30     1.547    1.312     0.00
12.32   Atk2      Y    30     1.547    1.378     0.00
12.33   Atk2      Y    30     1.547    1.442     0.00
12.34   Atk2      Y    30     1.547    1.503     0.00
12.36   Atk2      Y    30     1.547    1.548     0.00
12.37   Atk2      Y    30     1.547    1.577     0.00
12.38   Atk2      Y    30     1.547    1.581     0.00
12.39   Atk2      Y    30     1.547    1.575     0.00
12.40   Atk2      Y    30     1.547    1.573     0.00
12.41   Atk2      Y    30     1.547    1.571     0.00
12.42   Atk2      Y    30     1.547    1.568     0.00
12.43   Atk2      Y    30     1.547    1.565     0.00
12.44   Atk2      Y    30     1.547    1.562     0.00
12.44   Atk2      Y    30     1.547    1.559     0.00
12.45   Atk2      Y    30     1.547    1.556     0.00
12.46   Atk2      Y    30     1.547    1.551     0.00
12.46   Atk2      Y    30     1.547    1.545     0.00
12.47   Atk2      Y    30     1.547    1.539     0.00
12.48   Atk2      Y    30     1.547    1.532     0.00
12.48   Atk2      Y    30     1.547    1.525     0.00
12.49   Atk2      Y    30     1.547    1.517     0.00
12.50   Atk2      Y    30     1.547    1.512     0.00
12.51   Atk2      Y    30     1.547    1.504     0.00
12.51   Atk2      Y    30     1.547    1.498     0.00
12.52   Atk2      Y    30     1.547    1.493     0.00
12.53   Atk2      Y    30     1.547    1.486     0.00
12.53   Atk2      Y    30     1.547    1.484     0.00
12.54   Atk2      Y    30     1.547    1.480     0.00
12.55   Atk2      Y    30     1.547    1.479     0.00
12.56   Atk2      Y    30     1.547    1.478     0.00
12.57   Atk2      Y    30     1.547    1.477     0.00
12.58   Atk2      Y    30     1.547    1.474     0.00
12.59   Atk2      Y    30     1.547    1.471     0.00
12.60   Atk2      Y    30     1.547    1.466     0.00
12.62   Atk2Rec   Y    30     1.547    1.460     0.00
12.63   Atk2Rec   Y    30     1.547    1.455     0.00
12.64   Atk2Rec   Y    30     1.547    1.449     0.00
12.65   Atk2Rec   Y    30     1.547    1.441     0.00
12.66   Atk2Rec   Y    30     1.547    1.434     0.00
12.66   Atk2Rec   Y    30     1.547    1.430     0.00
12.67   Atk2Rec   Y    30     1.547    1.426     0.00
12.68   Atk2Rec   Y    30     1.547    1.421     0.00
12.68   Atk2Rec   Y    30     1.547    1.414     0.00
12.69   Atk2Rec   Y    30     1.547    1.409     0.00
12.70   Atk2Rec   Y    30     1.547    1.402     0.00
12.70   Atk2Rec   Y    30     1.547    1.395     0.00
12.71   Atk2Rec   Y    30     1.547    1.387     0.00
12.72   Atk2Rec   Y    30     1.547    1.380     0.00
12.72   Atk2Rec   Y    30     1.547    1.372     0.00
12.73   Atk2Rec   Y    30     1.547    1.365     0.00
12.73   Atk2Rec   Y    30     1.547    1.357     0.00
12.74   Atk2Rec   Y    30     1.547    1.347     0.00
12.75   Atk2Rec   Y    30     1.547    1.340     0.00
12.76   Atk2Rec   Y    30     1.547    1.329     0.00
12.76   Atk2Rec   Y    30     1.547    1.320     0.00
12.77   Atk2Rec   Y    30     1.547    1.312     0.00
12.78   Atk2Rec   Y    30     1.547    1.303     0.00
12.78   Atk2Rec   Y    30     1.547    1.295     0.00
12.79   Atk2Rec   Y    30     1.547    1.285     0.00
12.80   Atk2Rec   Y    30     1.547    1.277     0.00
12.81   Atk2Rec   Y    30     1.547    1.269     0.00
12.81   Atk2Rec   Y    30     1.547    1.261     0.00
12.82   Atk2Rec   Y    30     1.547    1.254     0.00
12.83   Atk2Rec   Y    30     1.547    1.246     0.00
12.83   Atk2Rec   Y    30     1.547    1.241     0.00
12.84   Atk2Rec   Y    30     1.547    1.235     0.00
12.85   Atk2Rec   Y    30     1.547    1.231     0.00
12.85   Atk2Rec   Y    30     1.547    1.227     0.00
12.86   Atk2Rec   Y    30     1.547    1.224     0.00
12.87   Atk2Rec   Y    30     1.547    1.222     0.00
12.87   Atk2Rec   Y    30     1.547    1.220     0.00
12.88   Atk2Rec   Y    30     1.547    1.220     0.00
12.89   Atk2Rec   Y    30     1.547    1.219     0.00
12.89   Atk2Rec   Y    30     1.547    1.220     0.00
12.90   Atk2Rec   Y    30     1.547    1.222     0.00
12.91   Atk2Rec   Y    30     1.547    1.224     0.00
12.92   Atk2Rec   Y    30     1.547    1.227     0.00
12.92   Atk2Rec   Y    30     1.547    1.230     0.00
12.93   Atk2Rec   Y    30     1.547    1.235     0.00
12.94   Atk2Rec   Y    30     1.547    1.239     0.00
12.94   Atk2Rec   Y    30     1.547    1.245     0.00
12.95   Atk2Rec   Y    30     1.547    1.251     0.00
12.96   Atk2Rec   Y    30     1.547    1.258     0.00
12.96   Atk2Rec   Y    30     1.547    1.265     0.00
12.97   Atk2Rec   Y    30     1.547    1.273     0.00
12.98   Atk2Rec   Y    30     1.547    1.279     0.00
12.99   Atk2Rec   Y    30     1.547    1.287     0.00
12.99   Atk2Rec   Y    30     1.547    1.296     0.00
13.00   Atk2Rec   Y    30     1.547    1.304     0.00
13.01   Atk2Rec   Y    30     1.547    1.312     0.00
13.01   Atk2Rec   Y    30     1.547    1.320     0.00
13.02   Atk2Rec   Y    30     1.547    1.329     0.00
13.03   Atk2Rec   Y    30     1.547    1.339     0.00
13.04   Atk2Rec   Y    30     1.547    1.349     0.00
13.04   Atk2Rec   Y    30     1.547    1.355     0.00
13.05   Atk2Rec   Y    30     1.547    1.362     0.00
13.06   Atk2Rec   Y    30     1.547    1.369     0.00
13.06   Atk2Rec   Y    30     1.547    1.377     0.00
13.07   Atk2Rec   Y    30     1.547    1.384     0.00
13.08   Atk2Rec   Y    30     1.547    1.391     0.00
13.08   Atk2Rec   Y    30     1.547    1.398     0.00
13.09   Atk2Rec   Y    30     1.547    1.403     0.00
13.10   Atk2Rec   Y    30     1.547    1.408     0.00
13.10   Atk2Rec   Y    30     1.547    1.414     0.00
13.11   Atk2Rec   Y    30     1.547    1.420     0.00
13.12   Atk2Rec   Y    30     1.547    1.426     0.00
13.12   Atk2Rec   Y    30     1.547    1.429     0.00
13.13   Atk2Rec   Y    30     1.547    1.434     0.00
13.14   Atk2Rec   Y    30     1.547    1.438     0.00
13.14   Atk2Rec   Y    30     1.547    1.442     0.00
13.15   Atk2Rec   Y    30     1.547    1.445     0.00
13.16   Atk2Rec   Y    30     1.547    1.449     0.00
13.17   Atk2Rec   Y    30     1.547    1.452     0.00
13.17   Atk2Rec   Y    30     1.547    1.455     0.00
13.18   Atk2Rec   Y    30     1.547    1.457     0.00
13.19   Atk2Rec   Y    30     1.547    1.459     0.00
13.19   Atk2Rec   Y    30     1.547    1.460     0.00
13.20   Atk2Rec   Y    30     1.547    1.461     0.00
13.21   Atk2Rec   Y    30     1.547    1.462     0.00
13.21   Atk2Rec   Y    30     1.547    1.462     0.00
13.22   Atk2Rec   Y    30     1.547    1.462     0.00
13.23   Atk2Rec   Y    30     1.547    1.462     0.00
13.24   Atk2Rec   Y    30     1.547    1.462     0.00
13.24   Atk2Rec   Y    30     1.547    1.462     0.00
13.25   Atk2Rec   Y    30     1.547    1.462     0.00
13.26   Atk2Rec   Y    30     1.547    1.462     0.00
13.26   Atk2Rec   Y    30     1.547    1.462     0.00
13.27   Atk2Rec   Y    30     1.547    1.462     0.00
13.28   Atk2Rec   Y    30     1.547    1.462     0.00
13.28   Atk2Rec   Y    30     1.547    1.462     0.00
13.29   Atk2Rec   Y    30     1.547    1.462     0.00
13.30   Atk2Rec   Y    30     1.547    1.462     0.00
13.30   Atk2Rec   Y    30     1.547    1.462     0.00
13.31   Atk2Rec   Y    30     1.547    1.462     0.00
13.32   Idle      Y    30     1.547    1.462     0.00   ← 非攻击
13.33   Idle      Y    30     1.547    1.462     0.00   ← 非攻击
13.33   Idle      Y    30     1.547    1.462     0.17   ← 非攻击
13.34   Idle      Y    30     1.547    1.462     0.34   ← 非攻击
13.35   Idle      Y    30     1.547    1.462     0.49   ← 非攻击
13.35   Idle      Y    30     1.547    1.462     0.70   ← 非攻击
13.36   Idle      Y    30     1.547    1.462     0.87   ← 非攻击
13.37   Idle      Y    30     1.547    1.462     1.09   ← 非攻击
13.37   Idle      Y    30     1.547    1.462     1.26   ← 非攻击
13.38   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.39   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.40   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.40   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.41   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.42   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.42   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.43   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.44   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.44   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.45   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.46   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.46   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.47   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.48   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.49   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.49   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.50   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.51   Idle      Y    30     1.547    1.462     1.40   ← 非攻击
13.51   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.52   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.53   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.54   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.55   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.56   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.56   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.57   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.58   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.59   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.60   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.61   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.62   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.63   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.64   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.65   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.66   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.67   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.68   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.69   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.70   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.71   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.72   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.73   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.74   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.75   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.76   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.77   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.77   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.78   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.79   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.80   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.81   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.81   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.82   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.83   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.83   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.84   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.85   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.86   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.86   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.87   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.88   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.88   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.89   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.91   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.92   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.93   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.94   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.95   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.96   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.97   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.98   Walk      Y    30     1.547    1.462     1.40   ← 非攻击
13.99   Walk      Y    30     1.547    1.462     1.40   ← 非攻击

== 各状态下右手握拳度的最大值 ==
   Idle      1.547
   Atk1      1.547
   Atk1Rec   1.547
   Atk2      1.547
   Atk2Rec   1.547
   Atk3      1.547
   Walk      1.547

右手峰值 1.547 出现在 [Atk2]
左手峰值 1.582 出现在 [Atk2]
（五指摊开≈2.2 / 握成拳≈1.2，验收阈值 1.7）
